2021-06-06 20:22:48.0,960
2021-06-06 20:22:51.0,960
2021-06-06 20:22:54.0,960
2021-06-06 20:22:57.0,960
2021-06-06 20:23:00.0,960
2021-06-06 20:23:03.0,960
2021-06-06 20:23:06.0,960
2021-06-06 20:23:09.0,960
2021-06-06 20:23:12.0,960
2021-06-06 20:23:15.0,960
2021-06-06 20:23:18.0,960
2021-06-06 20:23:21.0,960
2021-06-06 20:23:24.0,960
2021-06-06 20:23:27.0,960
2021-06-06 20:23:30.0,960
2021-06-06 20:23:33.0,960
2021-06-06 20:23:36.0,960
2021-06-06 20:23:39.0,960
2021-06-06 20:23:42.0,960
2021-06-06 20:23:45.0,960
2021-06-06 20:23:48.0,1920
2021-06-06 20:23:51.0,1920
2021-06-06 20:23:54.0,1920
2021-06-06 20:23:57.0,1920
2021-06-06 20:24:00.0,1920
2021-06-06 20:24:03.0,1920
2021-06-06 20:24:06.0,1920
2021-06-06 20:24:09.0,1920
2021-06-06 20:24:12.0,1920
2021-06-06 20:24:15.0,1920
2021-06-06 20:24:18.0,1920
2021-06-06 20:24:21.0,1920
2021-06-06 20:24:24.0,1920
2021-06-06 20:24:27.0,1920
2021-06-06 20:24:30.0,1920
2021-06-06 20:24:33.0,1920
2021-06-06 20:24:36.0,1920
2021-06-06 20:24:39.0,1920
2021-06-06 20:24:42.0,1920
2021-06-06 20:24:45.0,1920
2021-06-06 20:24:48.0,2880
2021-06-06 20:24:51.0,2880
2021-06-06 20:24:54.0,2880
2021-06-06 20:24:57.0,3060
2021-06-06 20:25:00.0,3060
2021-06-06 20:25:03.0,3060
2021-06-06 20:25:06.0,3060
2021-06-06 20:25:09.0,3060
2021-06-06 20:25:12.0,3240
2021-06-06 20:25:15.0,3240
2021-06-06 20:25:18.0,3240
2021-06-06 20:25:21.0,3240
2021-06-06 20:25:24.0,3240
2021-06-06 20:25:27.0,3420
2021-06-06 20:25:30.0,3420
2021-06-06 20:25:34.0,3420
2021-06-06 20:25:37.0,3420
2021-06-06 20:25:40.0,3420
2021-06-06 20:25:43.0,3600
2021-06-06 20:25:46.0,3600
2021-06-06 20:25:49.0,4560
2021-06-06 20:25:52.0,4560
2021-06-06 20:25:55.0,4560
2021-06-06 20:25:58.0,4740
2021-06-06 20:26:01.0,4740
2021-06-06 20:26:04.0,4740
2021-06-06 20:26:07.0,4740
2021-06-06 20:26:10.0,4740
2021-06-06 20:26:13.0,4920
2021-06-06 20:26:16.0,4920
2021-06-06 20:26:19.0,4920
2021-06-06 20:26:22.0,4920
2021-06-06 20:26:25.0,4920
2021-06-06 20:26:28.0,5100
2021-06-06 20:26:31.0,5100
2021-06-06 20:26:34.0,5100
2021-06-06 20:26:37.0,5100
