2021-06-10 19:13:26.0,0.0012084823216071106,2021-06-10 19:13:26.0,0.0,2021-06-10 19:13:26.0,1,2021-06-10 19:13:26.0,NaN,2021-06-10 19:13:26.0,360
2021-06-10 19:13:29.0,0.0010984583866450093,2021-06-10 19:13:29.0,0.0,2021-06-10 19:13:29.0,1,2021-06-10 19:13:29.0,NaN,2021-06-10 19:13:29.0,360
2021-06-10 19:13:32.0,0.0018059853403224104,2021-06-10 19:13:32.0,0.0,2021-06-10 19:13:32.0,1,2021-06-10 19:13:32.0,NaN,2021-06-10 19:13:32.0,360
2021-06-10 19:13:35.0,0.0018059853403224104,2021-06-10 19:13:35.0,0.0,2021-06-10 19:13:35.0,1,2021-06-10 19:13:35.0,NaN,2021-06-10 19:13:35.0,360
2021-06-10 19:13:38.0,0.0014201365723625276,2021-06-10 19:13:38.0,0.0,2021-06-10 19:13:38.0,1,2021-06-10 19:13:38.0,NaN,2021-06-10 19:13:38.0,360
2021-06-10 19:13:41.0,0.0012986940914777362,2021-06-10 19:13:41.0,0.0,2021-06-10 19:13:41.0,1,2021-06-10 19:13:41.0,NaN,2021-06-10 19:13:41.0,360
2021-06-10 19:13:44.0,0.001876095617523136,2021-06-10 19:13:44.0,0.5,2021-06-10 19:13:44.0,1,2021-06-10 19:13:44.0,100.0,2021-06-10 19:13:44.0,360
2021-06-10 19:13:47.0,0.001876095617523136,2021-06-10 19:13:47.0,0.5,2021-06-10 19:13:47.0,1,2021-06-10 19:13:47.0,100.0,2021-06-10 19:13:47.0,360
2021-06-10 19:13:50.0,0.001876095617523136,2021-06-10 19:13:50.0,0.5,2021-06-10 19:13:50.0,1,2021-06-10 19:13:50.0,100.0,2021-06-10 19:13:50.0,360
2021-06-10 19:13:53.0,0.0014924549092465164,2021-06-10 19:13:53.0,1.95,2021-06-10 19:13:53.0,1,2021-06-10 19:13:53.0,100.0,2021-06-10 19:13:53.0,360
2021-06-10 19:13:56.0,0.001138782341389184,2021-06-10 19:13:56.0,1.9499999999999997,2021-06-10 19:13:56.0,1,2021-06-10 19:13:56.0,100.0,2021-06-10 19:13:56.0,360
2021-06-10 19:13:59.0,0.0010343525196897393,2021-06-10 19:13:59.0,1.95,2021-06-10 19:13:59.0,1,2021-06-10 19:13:59.0,100.0,2021-06-10 19:13:59.0,360
2021-06-10 19:14:02.0,0.03357161374162408,2021-06-10 19:14:02.0,1.95,2021-06-10 19:14:02.0,1,2021-06-10 19:14:02.0,100.0,2021-06-10 19:14:02.0,360
2021-06-10 19:14:05.0,0.03357161374162408,2021-06-10 19:14:05.0,3.9,2021-06-10 19:14:05.0,1,2021-06-10 19:14:05.0,100.0,2021-06-10 19:14:05.0,360
2021-06-10 19:14:08.0,0.06338273598867607,2021-06-10 19:14:08.0,3.9,2021-06-10 19:14:08.0,1,2021-06-10 19:14:08.0,100.0,2021-06-10 19:14:08.0,360
2021-06-10 19:14:11.0,0.10678763224182183,2021-06-10 19:14:11.0,3.9,2021-06-10 19:14:11.0,1,2021-06-10 19:14:11.0,100.0,2021-06-10 19:14:11.0,360
2021-06-10 19:14:14.0,0.10678763224182183,2021-06-10 19:14:14.0,6.15,2021-06-10 19:14:14.0,1,2021-06-10 19:14:14.0,100.0,2021-06-10 19:14:14.0,360
2021-06-10 19:14:17.0,0.10678763224182182,2021-06-10 19:14:17.0,6.15,2021-06-10 19:14:17.0,1,2021-06-10 19:14:17.0,100.0,2021-06-10 19:14:17.0,360
2021-06-10 19:14:21.0,0.10678763224182182,2021-06-10 19:14:21.0,6.15,2021-06-10 19:14:21.0,1,2021-06-10 19:14:21.0,100.0,2021-06-10 19:14:21.0,360
2021-06-10 19:14:24.0,0.19133634771645,2021-06-10 19:14:24.0,8.45,2021-06-10 19:14:24.0,1,2021-06-10 19:14:24.0,100.0,2021-06-10 19:14:24.0,360
2021-06-10 19:14:27.0,0.19133634771645,2021-06-10 19:14:27.0,8.45,2021-06-10 19:14:27.0,1,2021-06-10 19:14:27.0,100.0,2021-06-10 19:14:27.0,720
2021-06-10 19:14:30.0,0.19133634771645,2021-06-10 19:14:30.0,8.45,2021-06-10 19:14:30.0,1,2021-06-10 19:14:30.0,100.0,2021-06-10 19:14:30.0,720
2021-06-10 19:14:33.0,0.19133634771645,2021-06-10 19:14:33.0,8.45,2021-06-10 19:14:33.0,1,2021-06-10 19:14:33.0,100.0,2021-06-10 19:14:33.0,720
2021-06-10 19:14:36.0,0.19133634771645,2021-06-10 19:14:36.0,10.6,2021-06-10 19:14:36.0,1,2021-06-10 19:14:36.0,100.0,2021-06-10 19:14:36.0,720
2021-06-10 19:14:39.0,0.1358440577777704,2021-06-10 19:14:39.0,10.6,2021-06-10 19:14:39.0,1,2021-06-10 19:14:39.0,100.0,2021-06-10 19:14:39.0,720
2021-06-10 19:14:42.0,0.2935100156006149,2021-06-10 19:14:42.0,10.6,2021-06-10 19:14:42.0,1,2021-06-10 19:14:42.0,100.0,2021-06-10 19:14:42.0,720
2021-06-10 19:14:45.0,0.2935100156006149,2021-06-10 19:14:45.0,12.75,2021-06-10 19:14:45.0,1,2021-06-10 19:14:45.0,100.0,2021-06-10 19:14:45.0,720
2021-06-10 19:14:48.0,0.2935100156006149,2021-06-10 19:14:48.0,12.75,2021-06-10 19:14:48.0,1,2021-06-10 19:14:48.0,100.0,2021-06-10 19:14:48.0,720
2021-06-10 19:14:51.0,0.2935100156006149,2021-06-10 19:14:51.0,12.75,2021-06-10 19:14:51.0,1,2021-06-10 19:14:51.0,100.0,2021-06-10 19:14:51.0,720
2021-06-10 19:14:54.0,0.2935100156006149,2021-06-10 19:14:54.0,14.55,2021-06-10 19:14:54.0,1,2021-06-10 19:14:54.0,100.0,2021-06-10 19:14:54.0,720
2021-06-10 19:14:57.0,0.3220827052797015,2021-06-10 19:14:57.0,14.55,2021-06-10 19:14:57.0,1,2021-06-10 19:14:57.0,100.0,2021-06-10 19:14:57.0,720
2021-06-10 19:15:00.0,0.3220827052797015,2021-06-10 19:15:00.0,14.55,2021-06-10 19:15:00.0,1,2021-06-10 19:15:00.0,100.0,2021-06-10 19:15:00.0,720
2021-06-10 19:15:03.0,0.36685119346733597,2021-06-10 19:15:03.0,14.55,2021-06-10 19:15:03.0,1,2021-06-10 19:15:03.0,100.0,2021-06-10 19:15:03.0,720
2021-06-10 19:15:06.0,0.36685119346733597,2021-06-10 19:15:06.0,16.4,2021-06-10 19:15:06.0,1,2021-06-10 19:15:06.0,100.0,2021-06-10 19:15:06.0,720
2021-06-10 19:15:09.0,0.33601514498487045,2021-06-10 19:15:09.0,16.4,2021-06-10 19:15:09.0,1,2021-06-10 19:15:09.0,100.0,2021-06-10 19:15:09.0,720
2021-06-10 19:15:12.0,0.42451763898870454,2021-06-10 19:15:12.0,16.4,2021-06-10 19:15:12.0,1,2021-06-10 19:15:12.0,100.0,2021-06-10 19:15:12.0,720
2021-06-10 19:15:15.0,0.3203174260675993,2021-06-10 19:15:15.0,18.099999999999998,2021-06-10 19:15:15.0,1,2021-06-10 19:15:15.0,100.0,2021-06-10 19:15:15.0,720
2021-06-10 19:15:18.0,0.29176153955162576,2021-06-10 19:15:18.0,18.1,2021-06-10 19:15:18.0,1,2021-06-10 19:15:18.0,100.0,2021-06-10 19:15:18.0,720
2021-06-10 19:15:21.0,0.2633094240140717,2021-06-10 19:15:21.0,18.1,2021-06-10 19:15:21.0,1,2021-06-10 19:15:21.0,100.0,2021-06-10 19:15:21.0,720
2021-06-10 19:15:24.0,0.4822681794561022,2021-06-10 19:15:24.0,19.65,2021-06-10 19:15:24.0,1,2021-06-10 19:15:24.0,100.0,2021-06-10 19:15:24.0,720
2021-06-10 19:15:27.0,0.5279971910403168,2021-06-10 19:15:27.0,19.65,2021-06-10 19:15:27.0,1,2021-06-10 19:15:27.0,100.0,2021-06-10 19:15:27.0,1080
2021-06-10 19:15:30.0,0.5279971910403168,2021-06-10 19:15:30.0,19.65,2021-06-10 19:15:30.0,1,2021-06-10 19:15:30.0,100.0,2021-06-10 19:15:30.0,1080
2021-06-10 19:15:33.0,0.5632469600928592,2021-06-10 19:15:33.0,20.799999999999997,2021-06-10 19:15:33.0,1,2021-06-10 19:15:33.0,100.0,2021-06-10 19:15:33.0,1080
2021-06-10 19:15:36.0,0.5632469600928595,2021-06-10 19:15:36.0,20.8,2021-06-10 19:15:36.0,1,2021-06-10 19:15:36.0,100.0,2021-06-10 19:15:36.0,1080
