2022-10-05 11:39:11.0,0.003162569042166213,2022-10-05 11:39:11.0,1.186192,2022-10-05 11:39:11.0,1,2022-10-05 11:39:11.0,100.0,2022-10-05 11:39:11.0,6480,2022-10-05 11:39:11.0,34.0,2022-10-05 11:39:11.0,483.99921333333333
2022-10-05 11:39:17.0,0.003162569042166213,2022-10-05 11:39:17.0,5.4386,2022-10-05 11:39:17.0,1,2022-10-05 11:39:17.0,95.41984732824427,2022-10-05 11:39:17.0,6480,2022-10-05 11:39:17.0,150.0,2022-10-05 11:39:17.0,548.4412082137405
2022-10-05 11:39:23.0,0.0029930075191129087,2022-10-05 11:39:23.0,10.114041333333331,2022-10-05 11:39:23.0,1,2022-10-05 11:39:23.0,69.33962264150944,2022-10-05 11:39:23.0,6480,2022-10-05 11:39:23.0,269.0,2022-10-05 11:39:23.0,932.3431581603777
2022-10-05 11:39:29.0,0.0024597452885905895,2022-10-05 11:39:29.0,14.75826,2022-10-05 11:39:29.0,1,2022-10-05 11:39:29.0,51.041666666666664,2022-10-05 11:39:29.0,6480,2022-10-05 11:39:29.0,379.0,2022-10-05 11:39:29.0,1480.012196840279
2022-10-05 11:39:35.0,0.7302545464788734,2022-10-05 11:39:35.0,20.16688333333333,2022-10-05 11:39:35.0,1,2022-10-05 11:39:35.0,40.27397260273972,2022-10-05 11:39:35.0,6480,2022-10-05 11:39:35.0,487.0,2022-10-05 11:39:35.0,2238.0669650091113
2022-10-05 11:39:41.0,0.859740888190443,2022-10-05 11:39:41.0,20.959999999999997,2022-10-05 11:39:41.0,1,2022-10-05 11:39:41.0,27.121771217712176,2022-10-05 11:39:41.0,6480,2022-10-05 11:39:41.0,674.0,2022-10-05 11:39:41.0,4214.086435082002
2022-10-05 11:39:47.0,0.859740888190443,2022-10-05 11:39:47.0,20.04,2022-10-05 11:39:47.0,1,2022-10-05 11:39:47.0,23.333333333333336,2022-10-05 11:39:47.0,7500,2022-10-05 11:39:47.0,770.0,2022-10-05 11:39:47.0,5659.304855383099
2022-10-05 11:39:53.0,0.9980976522995424,2022-10-05 11:39:53.0,19.439999999999998,2022-10-05 11:39:53.0,1,2022-10-05 11:39:53.0,20.473537604456823,2022-10-05 11:39:53.0,8520,2022-10-05 11:39:53.0,865.0,2022-10-05 11:39:53.0,6634.386004590699
2022-10-05 11:40:00.0,0.703370505549402,2022-10-05 11:40:00.0,18.04,2022-10-05 11:40:00.0,1,2022-10-05 11:40:00.0,17.839805825242717,2022-10-05 11:40:00.0,10260,2022-10-05 11:40:00.0,938.0,2022-10-05 11:40:00.0,7159.343498938998
2022-10-05 11:40:06.0,0.9878356939985181,2022-10-05 11:40:06.0,16.4,2022-10-05 11:40:06.0,1,2022-10-05 11:40:06.0,14.299610894941633,2022-10-05 11:40:06.0,12300,2022-10-05 11:40:06.0,1084.0,2022-10-05 11:40:06.0,7229.808570388886
2022-10-05 11:40:12.0,0.42617941609603704,2022-10-05 11:40:12.0,12.6,2022-10-05 11:40:12.0,16,2022-10-05 11:40:12.0,13.640552995391708,2022-10-05 11:40:12.0,13320,2022-10-05 11:40:12.0,1085.0,2022-10-05 11:40:12.0,6845.349009109884
2022-10-05 11:40:18.0,0.4584650346113694,2022-10-05 11:40:18.0,8.8,2022-10-05 11:40:18.0,16,2022-10-05 11:40:18.0,13.640552995391705,2022-10-05 11:40:18.0,14340,2022-10-05 11:40:18.0,1085.0,2022-10-05 11:40:18.0,6698.82339307901
2022-10-05 11:40:24.0,0.3811230720117194,2022-10-05 11:40:24.0,5.88,2022-10-05 11:40:24.0,16,2022-10-05 11:40:24.0,13.640552995391705,2022-10-05 11:40:24.0,15360,2022-10-05 11:40:24.0,1085.0,2022-10-05 11:40:24.0,6299.828065141751
2022-10-05 11:40:30.0,0.3929882470448797,2022-10-05 11:40:30.0,2.32,2022-10-05 11:40:30.0,16,2022-10-05 11:40:30.0,13.640552995391705,2022-10-05 11:40:30.0,16380,2022-10-05 11:40:30.0,1085.0,2022-10-05 11:40:30.0,5827.910364758806
2022-10-05 11:40:36.0,0.29188229451386066,2022-10-05 11:40:36.0,0.0,2022-10-05 11:40:36.0,18,2022-10-05 11:40:36.0,13.640552995391705,2022-10-05 11:40:36.0,18420,2022-10-05 11:40:36.0,1085.0,2022-10-05 11:40:36.0,NaN
2022-10-05 11:40:42.0,0.025938878823208427,2022-10-05 11:40:42.0,0.0,2022-10-05 11:40:42.0,18,2022-10-05 11:40:42.0,13.640552995391703,2022-10-05 11:40:42.0,19440,2022-10-05 11:40:42.0,1085.0,2022-10-05 11:40:42.0,NaN
2022-10-05 11:40:48.0,0.008999213527119538,2022-10-05 11:40:48.0,0.5870506666666667,2022-10-05 11:40:48.0,18,2022-10-05 11:40:48.0,14.042405794961452,2022-10-05 11:40:48.0,20460,2022-10-05 11:40:48.0,1102.0,2022-10-05 11:40:48.0,578.140389748252
2022-10-05 11:40:54.0,0.010362044804181582,2022-10-05 11:40:54.0,21.586661333333335,2022-10-05 11:40:54.0,18,2022-10-05 11:40:54.0,42.03713872256389,2022-10-05 11:40:54.0,21480,2022-10-05 11:40:54.0,1683.0,2022-10-05 11:40:54.0,520.7952653628338
2022-10-05 11:41:00.0,0.0159988876192858,2022-10-05 11:41:00.0,54.377390678851654,2022-10-05 11:41:00.0,18,2022-10-05 11:41:00.0,62.97202896200393,2022-10-05 11:41:00.0,23220,2022-10-05 11:41:00.0,2575.0,2022-10-05 11:41:00.0,511.4795206044129
2022-10-05 11:41:06.0,0.1419506871442789,2022-10-05 11:41:06.0,87.96956933333334,2022-10-05 11:41:06.0,18,2022-10-05 11:41:06.0,72.77105520032441,2022-10-05 11:41:06.0,25260,2022-10-05 11:41:06.0,3450.0,2022-10-05 11:41:06.0,504.7519732341401
2022-10-05 11:41:12.0,0.286614470690455,2022-10-05 11:41:12.0,122.72624992152862,2022-10-05 11:41:12.0,18,2022-10-05 11:41:12.0,78.82506815523863,2022-10-05 11:41:12.0,26280,2022-10-05 11:41:12.0,4430.0,2022-10-05 11:41:12.0,496.4796083523667
